1	5	42.388923577	46.6104153272	52.3895647434	27.1724248450	153.846	40.8163	10.101	0.0001525	0.0004875	1.01681310368	1.01681310368	1.07098184892	1.10930598882	
2	5	42.836782544	46.5149838042	51.2788043213	28.2656640149	153.846	41.1523	10.3093	0.0001525	0.0004925	1.00432073955	1.00432073955	1.0683127532	1.12981553758	
3	5	43.1366181174	45.8115382312	52.0674153197	30.2619287880	149.254	41.4938	10.101	0.0001525	0.0004825	0.997813694856	0.997813694856	1.07389106032	1.12997349189	
4	5	43.4154576083	46.4342344076	51.7209118709	26.9935916344	149.254	40.8163	10.3093	0.0001475	0.0004975	0.994342378855	0.994342378855	1.07907427813	1.13581278605	
5	5	42.749052964	46.5041201225	51.5387126049	29.3627793507	153.846	39.8406	10.101	0.0001525	0.0004975	1.01000446686	1.01000446686	1.08523041398	1.118530884	
6	10	42.9136319261	46.9534258406	52.9452521194	29.5199323859	153.846	39.8406	10.3093	0.0001525	0.0004975	1.00418048524	1.00418048524	1.07065539311	1.10334832823	
7	10	42.8922859071	46.1928677981	51.4450710264	28.2709749114	149.254	39.5257	10.101	0.0001475	0.0004925	1.0063979218	1.0063979218	1.07651659045	1.13256903592	
8	10	42.8310342238	46.1751680427	52.2852399943	28.0946270469	153.846	40.1606	10.3093	0.0001475	0.0004925	1.00581553535	1.00581553535	1.07688030751	1.11540346044	
9	10	42.8750008771	46.8074082249	51.0022111986	28.0124066808	153.846	41.841	10.3093	0.0001475	0.0004975	1.00451756524	1.00451756524	1.04643257032	1.12959985246	
10	10	42.9729181194	46.1609742309	51.2270105936	28.1662082040	153.846	41.1523	10.3093	0.0001475	0.0004975	1.00382850853	1.00382850853	1.0679790832	1.12363928081	
11	20	42.8620677215	46.6053954237	52.5003338004	29.1101718125	153.846	39.8406	10.101	0.0001525	0.0004975	1.00577168845	1.00577168845	1.08462187559	1.1063977926	
12	20	43.1207441328	46.9483883608	52.0795137003	27.5656719430	153.846	39.8406	10.3093	0.0001475	0.0004925	0.999270167861	0.999270167861	1.07705497089	1.12133499359	
13	20	42.8571285423	46.4796912498	52.3727341141	28.8190528596	153.846	39.8406	10.101	0.0001475	0.0004975	1.0045029551	1.0045029551	1.08725367218	1.10917037816	
14	20	43.4231272571	46.3254877396	51.5184301655	28.3138362362	149.254	40.4858	10.3093	0.0001475	0.0004875	0.993449474064	0.993449474064	1.05721923913	1.10681815243	
15	20	42.8810619505	46.3784425139	52.3395973458	28.7530833647	153.846	42.1941	10.3093	0.0001525	0.0004975	1.00486939795	1.00486939795	1.08182486481	1.10933530924	
16	50	42.9203930573	46.6695237958	52.1454027534	28.7405669492	153.846	40.1606	10.3093	0.0001475	0.0004875	1.00386883718	1.00386883718	1.0652346825	1.10917037816	
17	50	42.9033005548	46.6917513457	51.938467723	28.5021650819	153.846	40.4858	10.3093	0.0001475	0.0004975	1.00400597883	1.00400597883	1.07346963948	1.12376248913	
18	50	43.4034296523	46.6969744839	51.7508060358	28.3443868870	149.254	41.841	10.3093	0.0001475	0.0004925	0.993326437037	0.993326437037	1.0652346825	1.11505419659	
19	50	42.9841038211	46.9679240748	51.9496008212	28.6557495464	153.846	41.841	10.3093	0.0001475	0.0004975	1.00210748367	1.00210748367	1.07062738377	1.10917037816	
20	50	43.4134304527	46.4657680802	51.7890842392	28.3637967664	149.254	40.8163	10.3093	0.0001475	0.0004875	0.99341949909	0.99341949909	1.0652346825	1.11505419659	
21	100	43.1468445402	46.4730026789	51.8748200159	28.4241444430	149.254	41.1523	10.3093	0.0001475	0.0004925	0.999320122378	0.999320122378	1.0652346825	1.11526710437	
22	100	43.1536358225	46.507938951	51.7584135535	28.3091152553	149.254	41.841	10.3093	0.0001475	0.0004925	0.999250187453	0.999250187453	1.07613155515	1.11505419659	
23	100	42.9519875713	46.5419111584	52.0640496071	28.4358278234	153.846	40.1606	10.3093	0.0001475	0.0004875	1.00281027672	1.00281027672	1.07065539311	1.11505419659	
24	100	43.3808016878	46.7005995909	52.1517375703	28.6304873235	149.254	39.5257	10.3093	0.0001475	0.0004925	0.994299454711	0.994299454711	1.07065539311	1.11505419659	
25	100	42.7588826905	46.2755301531	52.2101845857	28.6665847855	153.846	41.1523	10.3093	0.0001475	0.0004875	1.00777502291	1.00777502291	1.07349801269	1.1179851464	
26	5	42.4773311881	47.4349683508	52.4566591661	29.6175198922	153.846	41.1523	10.3093	0.0001525	0.0004925	1.01435372542	1.01435372542	1.06517923107	1.09188568353	
27	5	42.7528988405	46.8606984898	51.6814300702	27.7226225436	153.846	41.1523	10.3093	0.0001525	0.0004875	1.00766450701	1.00766450701	1.04903118962	1.11959965648	
